Voxel,Best_Alpha
"(15, 24, 56)",5.0
"(15, 25, 29)",5.0
"(15, 25, 30)",5.0
"(15, 25, 31)",5.0
"(15, 25, 32)",5.0
"(15, 25, 33)",5.0
"(15, 25, 39)",5.0
"(15, 25, 40)",5.0
"(15, 25, 41)",5.0
"(15, 25, 42)",5.0
"(15, 25, 43)",5.0
"(15, 25, 44)",5.0
"(15, 25, 46)",5.0
"(15, 25, 47)",5.0
"(15, 25, 48)",5.0
"(15, 25, 53)",5.0
"(15, 25, 54)",5.0
"(15, 25, 55)",5.0
"(15, 25, 56)",5.0
"(15, 25, 57)",5.0
"(15, 26, 28)",5.0
"(15, 26, 29)",5.0
"(15, 26, 30)",5.0
"(15, 26, 31)",5.0
"(15, 26, 32)",5.0
"(15, 26, 40)",5.0
"(15, 26, 41)",5.0
"(15, 26, 42)",5.0
"(15, 26, 43)",5.0
"(15, 26, 44)",5.0
"(15, 26, 47)",5.0
"(15, 26, 54)",5.0
"(15, 26, 55)",5.0
"(15, 26, 56)",5.0
"(15, 26, 57)",5.0
"(15, 26, 58)",5.0
"(15, 27, 27)",5.0
"(15, 27, 28)",5.0
"(15, 27, 30)",5.0
"(15, 27, 31)",5.0
"(15, 27, 39)",5.0
"(15, 27, 40)",5.0
"(15, 27, 41)",5.0
"(15, 27, 42)",5.0
"(15, 27, 43)",5.0
"(15, 27, 46)",5.0
"(15, 27, 47)",5.0
"(15, 27, 55)",5.0
"(15, 27, 56)",5.0
"(15, 27, 57)",5.0
"(15, 27, 58)",5.0
"(15, 27, 59)",5.0
"(15, 28, 26)",5.0
"(15, 28, 27)",5.0
"(15, 28, 28)",5.0
"(15, 28, 29)",5.0
"(15, 28, 30)",5.0
"(15, 28, 31)",5.0
"(15, 28, 39)",5.0
"(15, 28, 40)",5.0
"(15, 28, 43)",5.0
"(15, 28, 44)",5.0
"(15, 28, 45)",5.0
"(15, 28, 46)",5.0
"(15, 28, 47)",5.0
"(15, 28, 56)",5.0
"(15, 28, 57)",5.0
"(15, 28, 58)",5.0
"(15, 28, 59)",5.0
"(15, 28, 60)",5.0
"(15, 29, 26)",5.0
"(15, 29, 27)",5.0
"(15, 29, 28)",5.0
"(15, 29, 29)",5.0
"(15, 29, 30)",5.0
"(15, 29, 31)",5.0
"(15, 29, 32)",5.0
"(15, 29, 40)",5.0
"(15, 29, 44)",5.0
"(15, 29, 45)",5.0
"(15, 29, 46)",5.0
"(15, 29, 57)",5.0
"(15, 29, 58)",5.0
"(15, 29, 59)",5.0
"(15, 29, 60)",5.0
"(15, 30, 25)",5.0
"(15, 30, 26)",5.0
"(15, 30, 27)",5.0
"(15, 30, 28)",5.0
"(15, 30, 29)",5.0
"(15, 30, 30)",5.0
"(15, 30, 31)",5.0
"(15, 30, 60)",5.0
"(15, 30, 61)",5.0
"(15, 31, 25)",5.0
"(15, 31, 26)",5.0
"(15, 31, 27)",5.0
"(15, 31, 28)",5.0
"(15, 31, 29)",5.0
"(15, 31, 30)",5.0
"(15, 31, 31)",5.0
"(15, 31, 33)",5.0
"(15, 31, 34)",5.0
"(15, 32, 26)",5.0
"(15, 32, 27)",5.0
"(15, 32, 28)",5.0
"(15, 32, 29)",5.0
"(15, 32, 30)",5.0
"(15, 32, 31)",5.0
"(15, 32, 32)",5.0
"(15, 32, 33)",5.0
"(15, 32, 34)",5.0
"(15, 32, 35)",5.0
"(15, 32, 36)",5.0
"(15, 33, 28)",5.0
"(15, 33, 33)",5.0
"(15, 33, 34)",5.0
"(15, 33, 35)",5.0
"(15, 33, 36)",5.0
"(15, 33, 37)",5.0
"(15, 33, 38)",5.0
"(15, 34, 33)",5.0
"(15, 34, 34)",5.0
"(15, 34, 35)",5.0
"(15, 34, 36)",5.0
"(15, 34, 37)",5.0
"(15, 34, 38)",5.0
"(15, 34, 39)",5.0
"(15, 35, 33)",5.0
"(15, 35, 34)",5.0
"(15, 35, 35)",5.0
"(15, 35, 36)",5.0
"(15, 35, 37)",5.0
"(15, 35, 38)",5.0
"(15, 36, 33)",5.0
"(15, 36, 34)",5.0
"(15, 36, 35)",5.0
"(15, 36, 36)",5.0
"(15, 36, 37)",5.0
"(15, 37, 33)",5.0
"(15, 37, 34)",5.0
"(15, 37, 35)",5.0
"(15, 37, 36)",5.0
"(15, 38, 32)",5.0
"(15, 38, 33)",5.0
"(15, 38, 34)",5.0
"(15, 38, 35)",5.0
"(15, 38, 36)",5.0
"(15, 39, 32)",5.0
"(15, 39, 33)",5.0
"(15, 39, 34)",5.0
"(15, 39, 35)",5.0
"(15, 40, 32)",5.0
"(15, 40, 33)",5.0
"(15, 40, 34)",5.0
"(15, 41, 32)",5.0
"(15, 41, 33)",5.0
"(15, 42, 31)",5.0
"(15, 42, 32)",5.0
"(15, 46, 35)",5.0
"(15, 46, 36)",3.0
"(15, 46, 37)",5.0
"(15, 48, 32)",5.0
"(15, 48, 38)",5.0
"(15, 49, 32)",5.0
"(15, 49, 37)",5.0
"(15, 49, 38)",5.0
"(15, 49, 39)",5.0
"(15, 50, 37)",5.0
"(15, 50, 38)",5.0
"(15, 50, 39)",5.0
"(15, 51, 36)",5.0
"(15, 51, 37)",5.0
"(15, 51, 38)",5.0
"(15, 51, 39)",5.0
"(15, 52, 35)",5.0
"(15, 52, 36)",5.0
"(15, 52, 37)",5.0
"(15, 54, 38)",5.0
"(15, 54, 39)",5.0
"(15, 55, 37)",5.0
"(15, 55, 38)",5.0
"(16, 16, 37)",5.0
"(16, 16, 38)",5.0
"(16, 17, 43)",5.0
"(16, 18, 37)",5.0
"(16, 18, 43)",5.0
"(16, 18, 44)",5.0
"(16, 18, 45)",5.0
"(16, 18, 46)",5.0
"(16, 18, 47)",5.0
"(16, 18, 48)",5.0
"(16, 19, 37)",5.0
"(16, 19, 38)",5.0
"(16, 19, 44)",5.0
"(16, 19, 45)",5.0
"(16, 19, 46)",5.0
"(16, 19, 47)",5.0
"(16, 19, 48)",5.0
"(16, 19, 49)",5.0
"(16, 19, 50)",5.0
"(16, 20, 43)",5.0
"(16, 20, 44)",5.0
"(16, 20, 45)",5.0
"(16, 20, 49)",5.0
"(16, 20, 50)",5.0
"(16, 20, 51)",5.0
"(16, 21, 41)",5.0
"(16, 21, 42)",5.0
"(16, 21, 43)",5.0
"(16, 21, 44)",5.0
"(16, 21, 45)",5.0
"(16, 21, 46)",5.0
"(16, 21, 47)",5.0
"(16, 21, 48)",5.0
"(16, 21, 49)",5.0
"(16, 21, 50)",5.0
"(16, 21, 51)",5.0
"(16, 21, 52)",5.0
"(16, 22, 45)",5.0
"(16, 22, 46)",5.0
"(16, 22, 47)",5.0
"(16, 22, 48)",5.0
"(16, 22, 49)",5.0
"(16, 22, 50)",5.0
"(16, 22, 51)",5.0
"(16, 22, 52)",5.0
"(16, 22, 53)",5.0
"(16, 22, 54)",5.0
"(16, 22, 55)",5.0
"(16, 23, 31)",5.0
"(16, 23, 32)",5.0
"(16, 23, 46)",5.0
"(16, 23, 47)",5.0
"(16, 23, 48)",5.0
"(16, 23, 49)",5.0
"(16, 23, 50)",5.0
"(16, 23, 51)",5.0
"(16, 23, 52)",5.0
"(16, 23, 53)",5.0
"(16, 23, 54)",5.0
"(16, 23, 55)",5.0
"(16, 23, 56)",5.0
"(16, 24, 31)",5.0
"(16, 24, 32)",5.0
"(16, 24, 52)",5.0
"(16, 24, 53)",5.0
"(16, 24, 54)",5.0
"(16, 24, 55)",5.0
"(16, 24, 56)",5.0
"(16, 24, 57)",5.0
"(16, 25, 30)",5.0
"(16, 25, 31)",5.0
"(16, 25, 32)",5.0
"(16, 25, 41)",5.0
"(16, 25, 42)",5.0
"(16, 25, 43)",5.0
"(16, 25, 44)",5.0
"(16, 25, 45)",5.0
"(16, 25, 53)",5.0
"(16, 25, 54)",5.0
"(16, 25, 55)",5.0
"(16, 25, 56)",5.0
"(16, 25, 57)",5.0
"(16, 25, 58)",5.0
"(16, 26, 28)",5.0
"(16, 26, 30)",5.0
"(16, 26, 31)",5.0
"(16, 26, 32)",5.0
"(16, 26, 41)",5.0
"(16, 26, 42)",5.0
"(16, 26, 43)",5.0
"(16, 26, 44)",5.0
"(16, 26, 45)",5.0
"(16, 26, 55)",5.0
"(16, 26, 56)",5.0
"(16, 26, 57)",5.0
"(16, 26, 58)",5.0
"(16, 26, 59)",5.0
"(16, 27, 27)",5.0
"(16, 27, 28)",5.0
"(16, 27, 31)",5.0
"(16, 27, 32)",5.0
"(16, 27, 41)",5.0
"(16, 27, 42)",5.0
"(16, 27, 43)",5.0
"(16, 27, 56)",5.0
"(16, 27, 57)",5.0
"(16, 27, 58)",5.0
"(16, 27, 59)",5.0
"(16, 27, 60)",5.0
"(16, 28, 27)",5.0
"(16, 28, 28)",5.0
"(16, 28, 29)",5.0
"(16, 28, 30)",5.0
"(16, 28, 31)",5.0
"(16, 28, 32)",5.0
"(16, 28, 38)",5.0
"(16, 28, 39)",5.0
"(16, 28, 40)",5.0
"(16, 28, 41)",5.0
"(16, 28, 56)",5.0
"(16, 28, 57)",5.0
"(16, 28, 58)",5.0
"(16, 28, 59)",5.0
"(16, 28, 60)",5.0
"(16, 29, 26)",5.0
"(16, 29, 27)",5.0
"(16, 29, 28)",5.0
"(16, 29, 29)",5.0
"(16, 29, 30)",5.0
"(16, 29, 31)",5.0
"(16, 29, 32)",5.0
"(16, 29, 33)",5.0
"(16, 29, 37)",5.0
"(16, 29, 38)",5.0
"(16, 29, 39)",5.0
"(16, 29, 40)",5.0
"(16, 29, 43)",5.0
"(16, 29, 44)",5.0
"(16, 29, 45)",5.0
"(16, 29, 57)",5.0
"(16, 29, 58)",5.0
"(16, 29, 59)",5.0
"(16, 29, 60)",5.0
"(16, 29, 61)",5.0
"(16, 30, 26)",5.0
"(16, 30, 27)",5.0
"(16, 30, 28)",5.0
"(16, 30, 29)",5.0
"(16, 30, 30)",5.0
"(16, 30, 31)",5.0
"(16, 30, 32)",5.0
"(16, 30, 33)",5.0
"(16, 30, 34)",5.0
"(16, 30, 35)",5.0
"(16, 30, 36)",5.0
"(16, 30, 37)",5.0
"(16, 30, 38)",5.0
"(16, 30, 58)",5.0
"(16, 30, 59)",5.0
"(16, 30, 60)",5.0
"(16, 30, 61)",5.0
"(16, 31, 25)",5.0
"(16, 31, 26)",5.0
"(16, 31, 27)",5.0
"(16, 31, 28)",5.0
"(16, 31, 29)",5.0
"(16, 31, 34)",5.0
"(16, 31, 35)",5.0
"(16, 31, 36)",5.0
"(16, 31, 37)",5.0
"(16, 31, 38)",5.0
"(16, 31, 60)",5.0
"(16, 31, 61)",5.0
"(16, 32, 25)",5.0
"(16, 32, 26)",5.0
"(16, 32, 27)",5.0
"(16, 32, 28)",5.0
"(16, 32, 34)",5.0
"(16, 32, 35)",5.0
"(16, 32, 36)",5.0
"(16, 32, 37)",5.0
"(16, 32, 38)",5.0
"(16, 32, 39)",5.0
"(16, 33, 25)",5.0
"(16, 33, 26)",5.0
"(16, 33, 27)",5.0
"(16, 33, 35)",5.0
"(16, 33, 36)",5.0
"(16, 33, 37)",5.0
"(16, 33, 38)",5.0
"(16, 33, 39)",5.0
"(16, 33, 40)",5.0
"(16, 34, 35)",5.0
"(16, 34, 36)",5.0
"(16, 34, 37)",5.0
"(16, 34, 38)",5.0
"(16, 34, 39)",5.0
"(16, 34, 40)",5.0
"(16, 35, 35)",5.0
"(16, 35, 36)",5.0
"(16, 35, 37)",5.0
"(16, 35, 38)",5.0
"(16, 35, 39)",5.0
"(16, 35, 40)",5.0
"(16, 36, 34)",5.0
"(16, 36, 35)",5.0
"(16, 36, 36)",5.0
"(16, 36, 37)",5.0
"(16, 36, 38)",5.0
"(16, 36, 39)",5.0
"(16, 37, 34)",5.0
"(16, 37, 35)",5.0
"(16, 37, 36)",5.0
"(16, 37, 37)",5.0
"(16, 37, 38)",5.0
"(16, 38, 33)",5.0
"(16, 38, 34)",5.0
"(16, 38, 35)",5.0
"(16, 38, 36)",5.0
"(16, 39, 33)",5.0
"(16, 39, 34)",5.0
"(16, 39, 35)",5.0
"(16, 40, 32)",5.0
"(16, 40, 33)",5.0
"(16, 40, 34)",5.0
"(16, 40, 35)",5.0
"(16, 41, 32)",5.0
"(16, 41, 33)",5.0
"(16, 41, 34)",5.0
"(16, 42, 32)",5.0
"(16, 42, 33)",5.0
"(16, 43, 32)",5.0
"(16, 44, 37)",5.0
"(16, 44, 38)",5.0
"(16, 44, 39)",5.0
"(16, 44, 41)",5.0
"(16, 44, 42)",5.0
"(16, 45, 34)",5.0
"(16, 45, 35)",5.0
"(16, 45, 36)",5.0
"(16, 45, 37)",5.0
"(16, 45, 38)",5.0
"(16, 45, 39)",5.0
"(16, 46, 32)",5.0
"(16, 46, 33)",5.0
"(16, 46, 34)",5.0
"(16, 46, 35)",5.0
"(16, 46, 36)",5.0
"(16, 46, 37)",5.0
"(16, 46, 38)",5.0
"(16, 46, 39)",5.0
"(16, 47, 31)",5.0
"(16, 47, 32)",5.0
"(16, 47, 33)",5.0
"(16, 47, 34)",5.0
"(16, 47, 36)",5.0
"(16, 47, 37)",5.0
"(16, 47, 38)",5.0
"(16, 47, 39)",5.0
"(16, 48, 31)",5.0
"(16, 48, 32)",5.0
"(16, 48, 33)",5.0
"(16, 48, 34)",5.0
"(16, 48, 35)",5.0
"(16, 48, 36)",5.0
"(16, 48, 37)",5.0
"(16, 48, 38)",5.0
"(16, 48, 39)",5.0
"(16, 48, 40)",5.0
"(16, 48, 41)",5.0
"(16, 49, 31)",5.0
"(16, 49, 32)",5.0
"(16, 49, 33)",5.0
"(16, 49, 34)",5.0
"(16, 49, 35)",5.0
"(16, 49, 36)",5.0
"(16, 49, 37)",5.0
"(16, 49, 38)",5.0
"(16, 49, 39)",5.0
"(16, 49, 40)",5.0
"(16, 49, 41)",5.0
"(16, 50, 31)",5.0
"(16, 50, 32)",5.0
"(16, 50, 33)",5.0
"(16, 50, 34)",5.0
"(16, 50, 35)",5.0
"(16, 50, 36)",5.0
"(16, 50, 37)",5.0
"(16, 50, 38)",5.0
"(16, 50, 39)",5.0
"(16, 50, 40)",5.0
"(16, 50, 41)",5.0
"(16, 51, 31)",5.0
"(16, 51, 32)",5.0
"(16, 51, 33)",5.0
"(16, 51, 34)",5.0
"(16, 51, 35)",5.0
"(16, 51, 36)",5.0
"(16, 51, 37)",5.0
"(16, 51, 38)",5.0
"(16, 51, 39)",5.0
"(16, 51, 40)",5.0
"(16, 51, 41)",5.0
"(16, 52, 31)",5.0
"(16, 52, 32)",5.0
"(16, 52, 33)",5.0
"(16, 52, 34)",5.0
"(16, 52, 35)",5.0
"(16, 52, 36)",5.0
"(16, 52, 37)",5.0
"(16, 52, 38)",5.0
"(16, 52, 39)",5.0
"(16, 52, 40)",5.0
"(16, 52, 41)",5.0
"(16, 53, 32)",5.0
"(16, 53, 33)",5.0
"(16, 53, 34)",5.0
"(16, 53, 35)",5.0
"(16, 53, 36)",5.0
"(16, 53, 37)",5.0
"(16, 53, 38)",5.0
"(16, 53, 39)",5.0
"(16, 53, 40)",5.0
"(16, 53, 41)",5.0
"(16, 54, 32)",5.0
"(16, 54, 33)",5.0
"(16, 54, 34)",5.0
"(16, 54, 35)",5.0
"(16, 54, 36)",5.0
"(16, 54, 37)",5.0
"(16, 54, 38)",5.0
"(16, 54, 39)",5.0
"(16, 54, 40)",5.0
"(16, 55, 32)",5.0
"(16, 55, 33)",5.0
"(16, 55, 34)",5.0
"(16, 55, 35)",5.0
"(16, 55, 36)",5.0
"(16, 55, 37)",5.0
"(16, 55, 38)",5.0
"(16, 55, 39)",5.0
"(16, 56, 32)",5.0
"(16, 56, 33)",5.0
"(16, 56, 34)",5.0
"(16, 56, 35)",5.0
"(16, 56, 36)",5.0
"(16, 56, 37)",5.0
"(16, 56, 38)",5.0
"(16, 57, 33)",5.0
"(16, 57, 34)",5.0
"(16, 57, 35)",5.0
"(16, 57, 36)",5.0
"(16, 57, 37)",5.0
"(16, 58, 33)",5.0
"(16, 58, 34)",5.0
"(16, 58, 35)",5.0
"(16, 58, 36)",5.0
"(16, 59, 32)",5.0
"(16, 59, 33)",5.0
"(16, 59, 34)",5.0
"(16, 60, 32)",5.0
"(16, 60, 33)",5.0
"(17, 15, 36)",5.0
"(17, 15, 37)",5.0
"(17, 17, 34)",5.0
"(17, 17, 35)",5.0
"(17, 17, 43)",5.0
"(17, 17, 44)",5.0
"(17, 17, 45)",5.0
"(17, 17, 46)",5.0
"(17, 17, 47)",5.0
"(17, 17, 48)",5.0
"(17, 18, 35)",5.0
"(17, 18, 36)",5.0
"(17, 18, 37)",5.0
"(17, 18, 47)",5.0
"(17, 18, 48)",5.0
"(17, 18, 49)",5.0
"(17, 19, 36)",5.0
"(17, 19, 37)",5.0
"(17, 19, 38)",5.0
"(17, 19, 44)",5.0
"(17, 19, 49)",5.0
"(17, 19, 50)",5.0
"(17, 19, 51)",5.0
"(17, 19, 52)",5.0
"(17, 20, 42)",5.0
"(17, 20, 43)",5.0
"(17, 20, 44)",5.0
"(17, 20, 49)",5.0
"(17, 20, 50)",5.0
"(17, 20, 51)",5.0
"(17, 20, 52)",5.0
"(17, 20, 53)",5.0
"(17, 21, 42)",5.0
"(17, 21, 43)",5.0
"(17, 21, 44)",5.0
"(17, 21, 49)",5.0
"(17, 21, 50)",5.0
"(17, 21, 51)",5.0
"(17, 21, 52)",5.0
"(17, 21, 53)",5.0
"(17, 21, 54)",5.0
"(17, 21, 55)",5.0
"(17, 22, 50)",5.0
"(17, 22, 51)",5.0
"(17, 22, 52)",5.0
"(17, 22, 54)",5.0
"(17, 22, 55)",5.0
"(17, 22, 56)",5.0
"(17, 23, 28)",5.0
"(17, 23, 54)",5.0
"(17, 23, 55)",5.0
"(17, 23, 56)",5.0
"(17, 23, 57)",5.0
"(17, 24, 28)",5.0
"(17, 24, 31)",5.0
"(17, 24, 53)",5.0
"(17, 24, 54)",5.0
"(17, 24, 55)",5.0
"(17, 24, 56)",5.0
"(17, 24, 57)",5.0
"(17, 24, 58)",5.0
"(17, 25, 30)",5.0
"(17, 25, 31)",5.0
"(17, 25, 32)",5.0
"(17, 25, 41)",5.0
"(17, 25, 42)",5.0
"(17, 25, 43)",5.0
"(17, 25, 44)",5.0
"(17, 25, 45)",5.0
"(17, 25, 53)",5.0
"(17, 25, 54)",5.0
"(17, 25, 55)",5.0
"(17, 25, 56)",5.0
"(17, 25, 57)",5.0
"(17, 25, 58)",5.0
"(17, 25, 59)",5.0
"(17, 26, 31)",5.0
"(17, 26, 32)",5.0
"(17, 26, 41)",5.0
"(17, 26, 42)",5.0
"(17, 26, 43)",5.0
"(17, 26, 44)",5.0
"(17, 26, 45)",5.0
"(17, 26, 56)",5.0
"(17, 26, 57)",5.0
"(17, 26, 58)",5.0
"(17, 26, 59)",5.0
"(17, 26, 60)",5.0
"(17, 27, 32)",5.0
"(17, 27, 33)",5.0
"(17, 27, 34)",5.0
"(17, 27, 35)",5.0
"(17, 27, 40)",5.0
"(17, 27, 41)",5.0
"(17, 27, 42)",5.0
"(17, 27, 43)",5.0
"(17, 27, 44)",5.0
"(17, 27, 56)",5.0
"(17, 27, 57)",5.0
"(17, 27, 58)",5.0
"(17, 27, 59)",5.0
"(17, 27, 60)",5.0
"(17, 27, 61)",5.0
"(17, 28, 34)",5.0
"(17, 28, 35)",5.0
"(17, 28, 36)",5.0
"(17, 28, 37)",5.0
"(17, 28, 38)",5.0
"(17, 28, 39)",5.0
"(17, 28, 40)",5.0
"(17, 28, 41)",5.0
"(17, 28, 42)",5.0
"(17, 28, 43)",5.0
"(17, 28, 44)",5.0
"(17, 28, 56)",5.0
"(17, 28, 57)",5.0
"(17, 28, 58)",5.0
"(17, 28, 59)",5.0
"(17, 28, 60)",5.0
"(17, 28, 61)",5.0
"(17, 29, 26)",5.0
"(17, 29, 27)",5.0
"(17, 29, 28)",5.0
"(17, 29, 36)",5.0
"(17, 29, 37)",5.0
"(17, 29, 38)",5.0
"(17, 29, 39)",5.0
"(17, 29, 40)",5.0
"(17, 29, 41)",5.0
"(17, 29, 42)",5.0
"(17, 29, 43)",5.0
"(17, 29, 44)",5.0
"(17, 29, 56)",5.0
"(17, 29, 57)",5.0
"(17, 29, 58)",5.0
"(17, 29, 59)",5.0
"(17, 29, 60)",5.0
"(17, 29, 61)",5.0
"(17, 29, 62)",5.0
"(17, 30, 26)",5.0
"(17, 30, 27)",5.0
"(17, 30, 28)",5.0
"(17, 30, 37)",5.0
"(17, 30, 38)",5.0
"(17, 30, 39)",0.1
"(17, 30, 40)",5.0
"(17, 30, 41)",5.0
"(17, 30, 42)",5.0
"(17, 30, 43)",5.0
"(17, 30, 57)",5.0
"(17, 30, 58)",5.0
"(17, 30, 59)",5.0
"(17, 30, 60)",5.0
"(17, 30, 61)",5.0
"(17, 30, 62)",5.0
"(17, 31, 26)",5.0
"(17, 31, 27)",5.0
"(17, 31, 28)",5.0
"(17, 31, 37)",5.0
"(17, 31, 38)",5.0
"(17, 31, 39)",1.0
"(17, 31, 40)",3.0
"(17, 31, 41)",5.0
"(17, 31, 42)",5.0
"(17, 31, 58)",5.0
"(17, 31, 59)",5.0
"(17, 31, 60)",5.0
"(17, 31, 61)",5.0
"(17, 31, 62)",5.0
"(17, 32, 25)",5.0
"(17, 32, 26)",5.0
"(17, 32, 27)",5.0
"(17, 32, 37)",5.0
"(17, 32, 38)",5.0
"(17, 32, 39)",5.0
"(17, 32, 40)",5.0
"(17, 32, 41)",5.0
"(17, 32, 42)",5.0
"(17, 32, 58)",5.0
"(17, 32, 59)",5.0
"(17, 32, 60)",5.0
"(17, 33, 25)",5.0
"(17, 33, 26)",5.0
"(17, 33, 27)",5.0
"(17, 33, 37)",5.0
"(17, 33, 38)",5.0
"(17, 33, 39)",5.0
"(17, 33, 40)",5.0
"(17, 33, 41)",5.0
"(17, 33, 42)",5.0
"(17, 33, 43)",5.0
"(17, 33, 60)",5.0
"(17, 34, 25)",5.0
"(17, 34, 26)",5.0
"(17, 34, 37)",5.0
"(17, 34, 38)",5.0
"(17, 34, 39)",5.0
"(17, 34, 40)",5.0
"(17, 34, 41)",5.0
"(17, 34, 42)",5.0
"(17, 34, 43)",5.0
"(17, 35, 37)",5.0
"(17, 35, 38)",5.0
"(17, 35, 39)",5.0
"(17, 35, 40)",5.0
"(17, 35, 41)",5.0
"(17, 35, 42)",5.0
"(17, 36, 36)",5.0
"(17, 36, 37)",5.0
"(17, 36, 38)",5.0
"(17, 36, 39)",5.0
"(17, 36, 40)",5.0
"(17, 36, 41)",5.0
"(17, 37, 36)",5.0
"(17, 37, 37)",5.0
"(17, 37, 38)",5.0
"(17, 37, 39)",5.0
"(17, 37, 40)",5.0
"(17, 37, 41)",5.0
"(17, 37, 42)",5.0
"(17, 38, 35)",5.0
"(17, 38, 36)",5.0
"(17, 38, 41)",5.0
"(17, 38, 42)",5.0
"(17, 38, 43)",5.0
"(17, 39, 43)",5.0
"(17, 42, 33)",5.0
"(17, 43, 33)",5.0
"(17, 43, 34)",5.0
"(17, 43, 35)",5.0
"(17, 43, 37)",5.0
"(17, 43, 38)",5.0
"(17, 43, 39)",5.0
"(17, 43, 42)",5.0
"(17, 44, 33)",5.0
"(17, 44, 34)",5.0
"(17, 44, 35)",5.0
"(17, 44, 36)",5.0
"(17, 44, 37)",5.0
"(17, 44, 38)",5.0
"(17, 44, 39)",5.0
"(17, 44, 40)",5.0
"(17, 44, 41)",5.0
"(17, 44, 42)",5.0
"(17, 44, 43)",5.0
"(17, 45, 33)",5.0
"(17, 45, 34)",5.0
"(17, 45, 35)",5.0
"(17, 45, 36)",5.0
"(17, 45, 37)",5.0
"(17, 45, 38)",5.0
"(17, 45, 39)",5.0
"(17, 45, 40)",5.0
"(17, 46, 32)",5.0
"(17, 46, 33)",5.0
"(17, 46, 34)",5.0
"(17, 46, 35)",5.0
"(17, 46, 36)",5.0
"(17, 46, 37)",5.0
"(17, 46, 38)",5.0
"(17, 46, 39)",5.0
"(17, 46, 40)",5.0
"(17, 46, 41)",5.0
"(17, 46, 42)",5.0
"(17, 47, 31)",5.0
"(17, 47, 32)",5.0
"(17, 47, 33)",5.0
"(17, 47, 34)",5.0
"(17, 47, 35)",5.0
"(17, 47, 36)",5.0
"(17, 47, 37)",5.0
"(17, 47, 38)",5.0
"(17, 47, 39)",5.0
"(17, 47, 40)",5.0
"(17, 47, 41)",5.0
"(17, 47, 42)",5.0
"(17, 47, 43)",5.0
"(17, 48, 31)",5.0
"(17, 48, 32)",5.0
"(17, 48, 33)",5.0
"(17, 48, 34)",5.0
"(17, 48, 35)",5.0
"(17, 48, 36)",5.0
"(17, 48, 37)",5.0
"(17, 48, 38)",5.0
"(17, 48, 39)",5.0
"(17, 48, 40)",5.0
"(17, 48, 41)",5.0
"(17, 48, 42)",5.0
"(17, 49, 30)",5.0
"(17, 49, 31)",5.0
"(17, 49, 32)",5.0
"(17, 49, 33)",5.0
"(17, 49, 34)",5.0
"(17, 49, 35)",5.0
"(17, 49, 36)",5.0
"(17, 49, 37)",5.0
"(17, 49, 38)",5.0
"(17, 49, 39)",5.0
"(17, 49, 40)",5.0
"(17, 49, 41)",5.0
"(17, 50, 30)",5.0
"(17, 50, 31)",5.0
"(17, 50, 32)",5.0
"(17, 50, 33)",5.0
"(17, 50, 34)",5.0
"(17, 50, 35)",5.0
"(17, 50, 36)",5.0
"(17, 50, 37)",5.0
"(17, 50, 38)",5.0
"(17, 50, 39)",5.0
"(17, 50, 40)",5.0
"(17, 50, 41)",5.0
"(17, 51, 30)",5.0
"(17, 51, 31)",5.0
"(17, 51, 32)",5.0
"(17, 51, 33)",5.0
"(17, 51, 34)",5.0
"(17, 51, 35)",5.0
"(17, 51, 36)",5.0
"(17, 51, 37)",5.0
"(17, 51, 38)",5.0
"(17, 51, 39)",5.0
"(17, 51, 40)",5.0
"(17, 51, 41)",5.0
"(17, 52, 29)",5.0
"(17, 52, 30)",5.0
"(17, 52, 31)",5.0
"(17, 52, 32)",5.0
"(17, 52, 33)",5.0
"(17, 52, 34)",5.0
"(17, 52, 35)",5.0
"(17, 52, 36)",5.0
"(17, 52, 37)",5.0
"(17, 52, 38)",5.0
"(17, 52, 39)",5.0
"(17, 52, 40)",5.0
"(17, 52, 41)",5.0
"(17, 53, 29)",5.0
"(17, 53, 30)",5.0
"(17, 53, 31)",5.0
"(17, 53, 32)",5.0
"(17, 53, 33)",5.0
"(17, 53, 34)",5.0
"(17, 53, 35)",5.0
"(17, 53, 36)",5.0
"(17, 53, 37)",5.0
"(17, 53, 38)",5.0
"(17, 53, 39)",5.0
"(17, 53, 40)",5.0
"(17, 53, 41)",5.0
"(17, 54, 29)",5.0
"(17, 54, 30)",5.0
"(17, 54, 31)",5.0
"(17, 54, 32)",5.0
"(17, 54, 33)",5.0
"(17, 54, 34)",5.0
"(17, 54, 35)",5.0
"(17, 54, 36)",5.0
"(17, 54, 37)",5.0
"(17, 54, 38)",5.0
"(17, 54, 39)",5.0
"(17, 54, 40)",5.0
"(17, 54, 41)",5.0
"(17, 55, 30)",5.0
"(17, 55, 31)",5.0
"(17, 55, 32)",5.0
"(17, 55, 33)",5.0
"(17, 55, 34)",5.0
"(17, 55, 35)",5.0
"(17, 55, 36)",5.0
"(17, 55, 37)",5.0
"(17, 55, 38)",5.0
"(17, 55, 39)",5.0
"(17, 55, 40)",5.0
"(17, 56, 30)",5.0
"(17, 56, 31)",5.0
"(17, 56, 32)",5.0
"(17, 56, 33)",5.0
"(17, 56, 34)",5.0
"(17, 56, 35)",5.0
"(17, 56, 36)",5.0
"(17, 56, 37)",5.0
"(17, 56, 38)",5.0
"(17, 56, 39)",5.0
"(17, 57, 31)",5.0
"(17, 57, 32)",5.0
"(17, 57, 33)",5.0
